STATE_CODE,STATE_CODE_EXP,SHRP_ID,COUNTY,COUNTY_EXP,FUNCTIONAL_CLASS,FUNCTIONAL_CLASS_EXP,ROUTE_NO,ROUTE_SIGNING,ROUTE_SIGNING_EXP,ROUTE_QUALIFIER,ROUTE_QUALIFIER_EXP,ALT_ROUTE_NAME,NO_OF_LANES,MILEPOINT,LOCATION_INFO
12,Florida,B350,19,CLAY,2,Rural Principal Arterial - Other,17,3,U.S.,,,,2,7.21,"SPN 71020-3508-11-21.  STA 522+70-517+7 App. 4.3 Mi S of Doctors Inlet, 2.9 Mi N of N Abtmnt of Blck Creek Bridge.  Btwn Orange Park and Green Cove Springs."
12,Florida,B351,19,CLAY,2,Rural Principal Arterial - Other,17,3,U.S.,,,,2,7.21,"SPN 71020-3508-11-21.  STA 522+70-517+7 App. 4.3 Mi S of Doctors Inlet, 2.9 Mi N of N Abtmnt of Blck Creek Bridge.  Btwn Orange Park and Green Cove Springs."
12,Florida,B352,19,CLAY,2,Rural Principal Arterial - Other,17,3,U.S.,,,,2,7.21,"SPN 71020-3508-11-21.  STA 522+70-517+7 App. 4.3 Mi S of Doctors Inlet, 2.9 Mi N of N Abtmnt of Blck Creek Bridge.  Btwn Orange Park and Green Cove Springs."
12,Florida,B360,19,CLAY,2,Rural Principal Arterial - Other,17,3,U.S.,,,,2,7.21,"SPN 71020-3508-11-21.  STA 522+70-517+7 App. 4.3 Mi S of Doctors Inlet, 2.9 Mi N of N Abtmnt of Blck Creek Bridge.  Btwn Orange Park and Green Cove Springs."
12,Florida,C310,127,VOLUSIA,6,Rural Minor Arterial,442,4,State,,,,1,1.05,"Edgewater, FL, approx. 0.8 mi E of I-95 and 2.9 mi W of US-1."
12,Florida,C320,127,VOLUSIA,6,Rural Minor Arterial,442,4,State,,,,1,1.05,"Edgewater, FL, approx. 0.8 mi E of I-95 and 2.9 mi W of US-1."
12,Florida,C321,127,VOLUSIA,6,Rural Minor Arterial,442,4,State,,,,1,1.05,"Edgewater, FL, approx. 0.8 mi E of I-95 and 2.9 mi W of US-1."
12,Florida,C330,127,VOLUSIA,6,Rural Minor Arterial,442,4,State,,,,1,1.05,"Edgewater, FL, approx. 0.8 mi E of I-95 and 2.9 mi W of US-1."
12,Florida,C350,127,VOLUSIA,6,Rural Minor Arterial,442,4,State,,,,1,1.05,"Edgewater, FL, approx. 0.8 mi E of I-95 and 2.9 mi W of US-1."
13,Georgia,1001,297,WALTON,2,Rural Principal Arterial - Other,10,4,State,,,,2,6.7,"TS begins approx 1.79 mi W of W. Abutment, Alcovy River Bridge, 475' W. of Sardis Church Rd and ends approx 435'  E. of Tipperary Ct STA 896- STA 891"
13,Georgia,1004,255,SPALDING,6,Rural Minor Arterial,16,4,State,,,,1,18.8,STA 328 +50 - 323 +50.  Approx 4.9 Mi. E of Griffin WBL.  1200' W. of High Falls Rd.  MP estimated from map.
13,Georgia,1005,153,HOUSTON,7,Rural Major Collector,247,4,State,,,,2,1.1,Sta/ 161+60 - 166+60 Begins at Warner Robins City Limits.
13,Georgia,1031,85,DAWSON,2,Rural Principal Arterial - Other,19,3,U.S.,,,,2,41.4,sta. 324+00 - 319+00.
13,Georgia,3007,227,PICKENS,2,Rural Principal Arterial - Other,5,4,State,,,,2,7.6,"STA 541 +00 - 546 +10, NBL"
13,Georgia,3011,283,TREUTLEN,1,Rural Principal Arterial - Interstate,16,2,Interstate,,,,2,73.8,"STA 2138+00-2143+00. FAP I-16-1(34)65. N. of Soperton, GA.  Begins approx. 1266' E of Crooked Run Rd. and 2.4 mi E of SR78."
13,Georgia,3015,43,CANDLER,1,Rural Principal Arterial - Interstate,16,2,Interstate,,,,2,105.2,"STA 819+90-824+90, EBL. Every 5th station imprinted ca. 6"" outside lane/shld joint.  T.S. begins approx. 1.38 mi E of SR23 bridge."
13,Georgia,3016,143,HARALSON,1,Rural Principal Arterial - Interstate,20,2,Interstate,,,,2,2.9,"STA. 177 - 182, EBL"
13,Georgia,3017,265,TALIAFERRO,1,Rural Principal Arterial - Interstate,20,2,Interstate,,,,2,150.7,STA 726+00 - 731+00.
13,Georgia,3018,301,WARREN,1,Rural Principal Arterial - Interstate,20,2,Interstate,,,,2,158.8,STA 273-278 imprinted in concrete. Begins approx 4.44 mi E of SR12 & 6.27 mi E of Taliaferro/Warren Co. Line
13,Georgia,3019,139,HALL,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,29.7,STA 188+60 - 183+60 (Plans). STA 274+00 - 269+00 (Imprinted)
13,Georgia,3020,81,CRISP,2,Rural Principal Arterial - Other,300,4,State,,,,2,10.4,"STA. 550-545 Mile Post 9.9 Estimated, assuming that M.P. 0 is at Worth/Crisp Co. Line."
13,Georgia,4092,275,THOMAS,2,Rural Principal Arterial - Other,300,4,State,,,,2,27.0,"Project between CR-133 & CR-129, N. lane"
13,Georgia,4093,275,THOMAS,2,Rural Principal Arterial - Other,300,4,State,,,,2,29.21,"SR 300-US19, Beg. S. of CR127 in Meigs to N. of the S. city limit of Pelham"
13,Georgia,4096,99,EARLY,8,Rural Minor Collector,62BYP,4,State,,,,1,3.9,"Blakely, Ga.  Approx. 0.75 mi. W of I/S  US62"
13,Georgia,4111,219,OCONEE,7,Rural Major Collector,78,3,U.S.,,,,2,5.8,Begins at the Walton county Line to SR-8.
13,Georgia,4112,39,CAMDEN,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,20.2,"APPROX 0.6 MI S OF WHITE OAK CREEK, 4.5 MI S OF 134113.  MILEMARKS POSTED."
13,Georgia,4113,39,CAMDEN,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,24.7,"TS begins at Sta 147, approx 1400' S of MP 25.  Milemarks posted."
13,Georgia,4119,15,BARTOW,1,Rural Principal Arterial - Interstate,401,2,Interstate,,,,3,280.1,"BEGINS 500' N OF MP280, MILEMARKS POSTED"
13,Georgia,4420,29,BRYAN,2,Rural Principal Arterial - Other,17,3,U.S.,,,,2,2.3,"91' FROM END OF TEST SECTION TO COLVERT, 684' BETWEEN COLVERTS, BEGINS 0.7 MI. S OF DANIEL SIDING RD."
13,Georgia,5023,39,CAMDEN,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,2.2,STA 165-170.
13,Georgia,7028,119,FRANKLIN,1,Rural Principal Arterial - Interstate,85,2,Interstate,,,,2,162.65,Approx. 7.17 mi North of Banks-Franklin Co. Line and 1.9 mi North of Rest Area
15,Hawaii,1003,9,MAUI,14,Urban Other Principal Arterial,30,4,State,,,,1,29.09,THE START IS 225' WESTBOUND OF NAPILIHAU ST. THE ROAD TO KAPALUA IS 1.0 MILES WESTBOUND OF THE START. THE START IS AT STATION 186+15
15,Hawaii,1006,9,MAUI,14,Urban Other Principal Arterial,30,4,State,,,,1,28.76,THE START OF SECTION IS 0.4 MILES SOUTH OF NAPILIL TURNOFF (NAPILIHAU ST.) THE KAHANA TURNOFF IS 2.95 MILES SOUTH OF THE START OF SECTION. START IS AT STATION 168+81
15,Hawaii,1008,1,HAWAII,14,Urban Other Principal Arterial,11,3,U.S.,,,,1,121.17,THE START OF SECTION IS 232 FEET EAST OF NANI KAILUA ROAD.  HUALALAI ROAD SI 0.3 MILES EAST OF THE START OF SECTION. START IS AT STATION 158+11
15,Hawaii,7080,1,HAWAII,2,Rural Principal Arterial - Other,19,4,State,,,,1,84.0,THE START IS 9.1 MILES NORTH OF THE KONA AIRPORT TURNOFF. THE SCENIC OVERLOOK IS 1.9 MILES NORTH OF THE START.  START IS AT STATION 700+28.
16,Idaho,1001,55,KOOTENAI,2,Rural Principal Arterial - Other,95,3,U.S.,,,,2,435.86,START OF SECTION IS 0.05 MILES NORTH OF WYOMING AVE (ROAD TO AIRPORT).  LANCASTER ROAD IS 1.0 MILES NORTH. APPROX. 4 MI. NORTH OF IH-90 INTERSECTION WITH US-95.
16,Idaho,1005,3,ADAMS,2,Rural Principal Arterial - Other,95,3,U.S.,,,,1,127.72,START OF SECTION IS 0.4 MILES NORTH OF MESA TURNOFF.  MIDDLE FORK OF THE WEISER RIVER IS 2.0 MILES NORTH.  APPROX. 60 MI. NORTH OF IH-84 INTERSECTION WITH US-95.
16,Idaho,1007,83,TWIN FALLS,2,Rural Principal Arterial - Other,30,3,U.S.,,,,1,205.23,START OF SECTION IS 2.8 MILES EAST OF CLEAR LAKES AVE (IN BUHL)  MAGIC VALLEY FISH HATCHERY IS 2.25 EAST OF START.  APPROX. 7 MI. WEST OF US-93 INTERSECTION WITH US-30.
16,Idaho,1009,31,CASSIA,1,Rural Principal Arterial - Interstate,84,2,Interstate,,,,2,231.66,START OF SECTION IS 3.7 MILES EAST OF MALTA/YALE RD (EXIT 228).  IDAHOME RD (EXIT 237) IS 5.0 MILES EAST OF START. APPROX. 8 MI. SOUTH OF IH-86 INTERSECITON WITH IH-84.
16,Idaho,1010,51,JEFFERSON,1,Rural Principal Arterial - Interstate,15,2,Interstate,,,,2,132.0,START OF SECTION IS 0.15 MILES SOUTH OF STIBAL RD STRUCTURE.  MCCARTY RD STRUCTURE IS 1.9 MILES SOUTH OF START.  APPROX. 13 MI. NORTH OF US-20 INTERSECITON WITH IH-15.
16,Idaho,1020,53,JEROME,2,Rural Principal Arterial - Other,93,3,U.S.,,,,1,59.79,START OF SECTION IS 1.0 MILES NORTH OF US 25 (JEROME/EDEN) INTERSECTION.  200 NORTH RD IS 1.0 MILES.
16,Idaho,1021,51,JEFFERSON,2,Rural Principal Arterial - Other,20,3,U.S.,,,,2,319.55,START OF SECTION IS 2.65 MILES WEST OF RIGBY EXIT OVERPASS.  GRANT RD INTERSECTION IS 0.4 MILES WEST OF START.  APPROX. 8 MI. NORTH OF IH-15 INTERSECTION WITH US-20.
16,Idaho,3017,77,POWER,1,Rural Principal Arterial - Interstate,86,2,Interstate,,,,2,24.72,START OF SECTION IS  4.1 MILES EAST OF COLD WATER AREA EXIT (EXIT 21) AND 3.3 MILES WEST OF EXIT 28-MASSACRE ROCK STATE PARK STRUCTURE. APPROX. 21 MI. EAST OF IH-84 INTERSECTION WTIH IH-86.
16,Idaho,3023,75,PAYETTE,1,Rural Principal Arterial - Interstate,84,2,Interstate,,,,2,15.08,START OF SECTION IS 2.2 MILES WEST OF SAND HALLOW (EXIT 17).  BLACK CANYON JUNCTION (EXIT 13) IS 2.1 MI. WEST OF START.  APPROX. 13 MI. SOUTH OF US-30 INTERSECTION WITH IH-84.
16,Idaho,5025,5,BANNOCK,1,Rural Principal Arterial - Interstate,15,2,Interstate,,,,2,27.34,START OF SECTION IS 3.4 MILES SOUTH OF DOWNEY/PRESTON INTERCHANGE (EXIT 31).  MARCH VALLEY RD IS 0.5 MI. SOUTH OF START.  APPROX. 8 MI. SOUTH OF US-91 INTERSECTION WITH IH-15.
16,Idaho,6027,7,BEAR LAKE,2,Rural Principal Arterial - Other,30,3,U.S.,,,,1,425.64,START OF SECTION IS 1.9 MILES EAST OF THE GEORGETOWN CEMETERY TURNOFF (1ST STREET).  THE MORMAN CHURCH IN BENNINGTON IS 4.0 MI. EAST OF START.  APPROX. 9 MI. NORTH OF US-89 INTERSECTION WITH US-30.
16,Idaho,9032,55,KOOTENAI,2,Rural Principal Arterial - Other,95,3,U.S.,,,,1,424.19,START OF SECTION IS 0.85 MILES NORTH OF KIDD ISLAND BAY TURNOFF. 0.25 MILES SOUTH OF PRESLEY ROAD.  APPROX. 5 MI. SOUTH OF IH-90 INTERSECTION WITH US-95.
16,Idaho,9034,17,BONNER,2,Rural Principal Arterial - Other,95,3,U.S.,,,,1,485.73,0.1 MILES NORTH OF THE PACK RIVER BRIDGE AND 0.4 MILES SOUTH OF THE WEIGH STATION EXIT. APPROX. 12 MI. NORTH OF US-2 INTERSECTION AND US-95.
16,Idaho,A310,53,JEROME,2,Rural Principal Arterial - Other,93,3,U.S.,,,,1,59.79,START OF SECTION IS 1.0 MILES NORTH OF US 25 (JEROME/EDEN) INTERSECTION.  200 NORTH RD IS 1.0 MILES.
16,Idaho,A320,53,JEROME,2,Rural Principal Arterial - Other,93,3,U.S.,,,,1,59.79,START OF SECTION IS 1.0 MILES NORTH OF US 25 (JEROME/EDEN) INTERSECTION.  200 NORTH RD IS 1.0 MILES.
16,Idaho,A330,53,JEROME,2,Rural Principal Arterial - Other,93,3,U.S.,,,,1,59.79,START OF SECTION IS 1.0 MILES NORTH OF US 25 (JEROME/EDEN) INTERSECTION.  200 NORTH RD IS 1.0 MILES.
16,Idaho,A350,53,JEROME,2,Rural Principal Arterial - Other,93,3,U.S.,,,,1,59.79,START OF SECTION IS 1.0 MILES NORTH OF US 25 (JEROME/EDEN) INTERSECTION.  200 NORTH RD IS 1.0 MILES.
16,Idaho,B310,51,JEFFERSON,2,Rural Principal Arterial - Other,20,3,U.S.,,,,2,319.55,START OF SECTION IS 2.65 MILES WEST OF RIGBY EXIT OVERPASS.  GRANT RD INTERSECTION IS 0.4 MILES WEST OF START.  APPROX. 8 MI. NORTH OF IH-15 INTERSECTION WITH US-20.
16,Idaho,B320,51,JEFFERSON,2,Rural Principal Arterial - Other,20,3,U.S.,,,,2,319.55,START OF SECTION IS 2.65 MILES WEST OF RIGBY EXIT OVERPASS.  GRANT RD INTERSECTION IS 0.4 MILES WEST OF START.  APPROX. 8 MI. NORTH OF IH-15 INTERSECTION WITH US-20.
16,Idaho,B330,51,JEFFERSON,2,Rural Principal Arterial - Other,20,3,U.S.,,,,2,319.55,START OF SECTION IS 2.65 MILES WEST OF RIGBY EXIT OVERPASS.  GRANT RD INTERSECTION IS 0.4 MILES WEST OF START.  APPROX. 8 MI. NORTH OF IH-15 INTERSECTION WITH US-20.
16,Idaho,B350,51,JEFFERSON,2,Rural Principal Arterial - Other,20,3,U.S.,,,,2,319.55,START OF SECTION IS 2.65 MILES WEST OF RIGBY EXIT OVERPASS.  GRANT RD INTERSECTION IS 0.4 MILES WEST OF START.  APPROX. 8 MI. NORTH OF IH-15 INTERSECTION WITH US-20.
16,Idaho,C310,51,JEFFERSON,1,Rural Principal Arterial - Interstate,15,2,Interstate,,,,2,132.0,START OF SECTION IS 0.15 MILES SOUTH OF STIBAL RD STRUCTURE.  MCCARTY RD STRUCTURE IS 1.9 MILES SOUTH OF START.  APPROX. 13 MI. NORTH OF US-20 INTERSECITON WITH IH-15.
16,Idaho,C320,51,JEFFERSON,1,Rural Principal Arterial - Interstate,15,2,Interstate,,,,2,132.0,START OF SECTION IS 0.15 MILES SOUTH OF STIBAL RD STRUCTURE.  MCCARTY RD STRUCTURE IS 1.9 MILES SOUTH OF START.  APPROX. 13 MI. NORTH OF US-20 INTERSECITON WITH IH-15.
16,Idaho,C330,51,JEFFERSON,1,Rural Principal Arterial - Interstate,15,2,Interstate,,,,2,132.0,START OF SECTION IS 0.15 MILES SOUTH OF STIBAL RD STRUCTURE.  MCCARTY RD STRUCTURE IS 1.9 MILES SOUTH OF START.  APPROX. 13 MI. NORTH OF US-20 INTERSECITON WITH IH-15.
16,Idaho,C350,51,JEFFERSON,1,Rural Principal Arterial - Interstate,15,2,Interstate,,,,2,132.0,START OF SECTION IS 0.15 MILES SOUTH OF STIBAL RD STRUCTURE.  MCCARTY RD STRUCTURE IS 1.9 MILES SOUTH OF START.  APPROX. 13 MI. NORTH OF US-20 INTERSECITON WITH IH-15.
17,Illinois,0601,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0602,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0603,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0604,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0605,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0606,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0607,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0608,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0659,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0660,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0661,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0662,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0663,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,0664,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,221.9,"BEGINS NORTH OF THE REST AREA, NORTH OF PESOTUM EXIT, PESOTUM, IL"
17,Illinois,4074,177,STEPHENSON,2,Rural Principal Arterial - Other,20,3,U.S.,,,,2,,"4 MI E. OF SR-26 -- NEAR FREEPORT, ILL."
17,Illinois,4082,27,CLINTON,2,Rural Principal Arterial - Other,50,3,U.S.,,,,1,,"3500 FT E. OF ST-127 -- 60 MI E. OF E. ST LOUIS, IL -- NEAR CARLYLE, IL."
17,Illinois,5020,27,CLINTON,2,Rural Principal Arterial - Other,50,3,U.S.,,,,2,10.47,"BEGINS 21.1 MILES NORTHEAST OF I-64, 9.4 MILES EAST OF SR 160, BETWEEN ST ROSE RD/DRIVE IN RD (COUNTY RD 14) AND BECKEMEYER EXIT/STOLLETOWN RD (COUNTY RD 13), 39.9 MILES EAST OF ST. LOUIS, IL"
17,Illinois,5151,73,HENRY,1,Rural Principal Arterial - Interstate,80,2,Interstate,,,,2,6.15,"BEGINS 4.1 MILES NORTH OF I-74 EAST, 2.6 MILES SOUTH OF I-88, BETWEEN BARSTOW RD AND CLEVELAND RD, 14.6 MILES EAST OF DAVENPORT, IL"
17,Illinois,5217,113,MC LEAN,1,Rural Principal Arterial - Interstate,74,2,Interstate,,,,2,134.9,".3 MI W. OF US-51 -- .8 MI E OF I-55 -- S. OF BLOOMINGTON, IN."
17,Illinois,5423,113,MC LEAN,1,Rural Principal Arterial - Interstate,74,2,Interstate,,,,2,123.05,"4 MI W. OF I-55 -- 3 MI E. OF EXIT 120(CARLOCK,ILL.) -- NW OF BLOOMINGTON, IL."
17,Illinois,5453,81,JEFFERSON,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,93.5,"1.11 MI S. OF ST-15 -- 1.71 MI N. OF I-64|I-57 SPLIT -- MT. VERNON, IL."
17,Illinois,5843,141,OGLE,1,Rural Principal Arterial - Interstate,39,2,Interstate,,,,2,105.85,"BEGINS 13.3 MILES SOUTH OF US 20, 8.7 MILES NORTH OF I-88, BETWEEN SR 64 AND SR 72, 13.3 MILES SOUTH OF ROCKFORD, IL"
17,Illinois,5849,19,CHAMPAIGN,1,Rural Principal Arterial - Interstate,57,2,Interstate,,,,2,256.7,"5 MI SOUTH OF ST-9 NEAR PAXTON, IL"
17,Illinois,5854,143,PEORIA,2,Rural Principal Arterial - Other,6,4,State,,,,2,3.3,"1 MILE NORTH OF US-150 NEAR PEORIA, IL"
17,Illinois,5869,143,PEORIA,12,Urban Principal Arterial - Other Freeways or Expressways,6,4,State,,,,2,1.7,".7 MILES SOUTH OF US-150 NEAR PEORIA, IL"
17,Illinois,5908,199,WILLIAMSON,2,Rural Principal Arterial - Other,13,4,State,,,,2,5.4,"1.81 MILE WEST OF ST-148, BETWEEN CARBONDALE AND MARION, IL"
17,Illinois,6050,163,ST CLAIR,7,Rural Major Collector,18,10,None of the above,,,,1,,".5 MI E. OF ST-163 -- BETWEEN ST-163 & ST-13 -- E. ST. LOUIS, IL."
17,Illinois,7937,73,HENRY,6,Rural Minor Arterial,78,4,State,,,,1,,".75 MI S. OF US-34 -- BETWEEN US-34 & ST-34 -- S. OF KEWANEE, IL"
17,Illinois,9267,161,ROCK ISLAND,1,Rural Principal Arterial - Interstate,80,2,Interstate,,,,2,4.33,"BEGINS 0.8 MILES SOUTH OF I-88, 5.9 MILES NORTH OF I-280, BETWEEN I-88 AND BARSTOW RD, 16.4 MILES EAST OF DAVENPORT, IL"
17,Illinois,9327,113,MC LEAN,1,Rural Principal Arterial - Interstate,74,2,Interstate,,,,2,134.8,".73 MI W. OF US-51 (EXIT 135) -- 115 FT E. OF MORRIS AVE, 1 MILE SW OF BLOOMINGTON, IL"
18,Indiana,0601,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0602,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0603,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0604,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0605,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0606,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0607,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0608,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0659,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0660,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0661,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0662,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0663,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
18,Indiana,0664,99,MARSHALL,2,Rural Principal Arterial - Other,31,3,U.S.,,,,2,213.05,"BEGINS 12.4 (ENDS 7.7) MILES SOUTH OF US 30 AND BEGINS 0.15 (ENDS 4.85) MILES NORTH OF SR 110, BETWEEN SR 110 AND MARSHALL ST, 31.0 MILES SOUTH OF SOUTH BEND, IN, 13.4 MILES SOUTH OF PLYMOUTH, IN"
